Letra	Condición	Definición	Respuesta	Tema	Nivel	Idioma
Z	Empieza por	A device consisting of two flexible strips of metal or plastic used to fasten clothes.	Zipper	Definición	Medio	EN
Z	Empieza por	An area or stretch of land having a particular characteristic, purpose, or use.	Zone	Definición	Medio	EN
A	Empieza por	To publicly support or suggest an idea, development, or way of doing something.	Advocate	Definición	Difícil	EN
A	Empieza por	To make something bad, such as pain or a problem, less severe.	Alleviate	Definición	Difícil	EN
A	Empieza por	A lack of interest, enthusiasm, or concern about things.	Apathy	Definición	Difícil	EN
B	Empieza por	To cause someone to be completely unable to understand or explain something.	Baffle	Definición	Difícil	EN
B	Empieza por	Hostile, aggressive, and eager to fight or argue.	Belligerent	Definición	Difícil	EN
B	Empieza por	Kind, helpful, and generous, especially towards the less fortunate.	Benevolent	Definición	Difícil	EN
C	Empieza por	Secret or hidden, usually because it is illegal or forbidden.	Clandestine	Definición	Difícil	EN
C	Empieza por	A feeling of smug or uncritical satisfaction with oneself or one's achievements.	Complacency	Definición	Difícil	EN
C	Empieza por	To persuade someone forcefully to do something that they are unwilling to do.	Coerce	Definición	Difícil	EN
D	Empieza por	Harmful or damaging to someone or something.	Detrimental	Definición	Difícil	EN
D	Empieza por	A lack of equality or similarity, especially in a way that is not fair.	Disparity	Definición	Difícil	EN
D	Empieza por	To spread or give out something, especially news or information, to a lot of people.	Disseminate	Definición	Difícil	EN
E	Empieza por	Lasting for a very short time; transient.	Ephemeral	Definición	Difícil	EN
E	Empieza por	A sudden and brilliant idea, realization, or revelation.	Epiphany	Definición	Difícil	EN
E	Empieza por	To completely destroy or get rid of something bad, such as a disease.	Eradicate	Definición	Difícil	EN
F	Empieza por	Not having any serious purpose or value; silly and light-hearted.	Frivolous	Definición	Difícil	EN
F	Empieza por	Occurring by a happy or lucky chance.	Fortuitous	Definición	Difícil	EN
F	Empieza por	To treat someone with false or exaggerated praise to get what you want.	Flatter	Definición	Difícil	EN
G	Empieza por	Excessively talkative, especially on trivial or unimportant matters.	Garrulous	Definición	Difícil	EN
G	Empieza por	Sociable and fond of the company of others.	Gregarious	Definición	Difícil	EN
G	Empieza por	To gather or collect something, especially information or approval.	Garner	Definición	Difícil	EN
H	Empieza por	A person who claims to have moral beliefs but behaves in a way that shows they are not sincere.	Hypocrite	Definición	Difícil	EN
H	Empieza por	Arrogant and superior towards others; snobbish.	Haughty	Definición	Difícil	EN
H	Empieza por	A system in which members of an organization or society are ranked according to status.	Hierarchy	Definición	Difícil	EN
I	Empieza por	Incapable of making mistakes or being wrong.	Infallible	Definición	Difícil	EN
I	Empieza por	Perfect, flawless, and without any faults or errors.	Impeccable	Definición	Difícil	EN
I	Empieza por	Absolutely necessary; unable to be replaced.	Indispensable	Definición	Difícil	EN
J	Empieza por	Danger of loss, harm, or failure.	Jeopardy	Definición	Difícil	EN
J	Empieza por	To place two or more things together to emphasize a contrast or suggest a link.	Juxtapose	Definición	Difícil	EN
J	Empieza por	The official power to make legal decisions and judgments.	Jurisdiction	Definición	Difícil	EN
K	Empieza por	A natural skill or ability to do something well.	Knack	Definición	Difícil	EN
K	Empieza por	A feeling of being close or connected to other people; blood relationship.	Kinship	Definición	Difícil	EN
K	Empieza por	A small retail stand, often open at the front, selling newspapers or snacks.	Kiosk	Definición	Difícil	EN
L	Empieza por	Plentiful, abundant, and often expensive or luxurious.	Lavish	Definición	Difícil	EN
L	Empieza por	A complicated network of passages or paths in which it is difficult to find one's way; a maze.	Labyrinth	Definición	Difícil	EN
L	Empieza por	Using a very small number of words to express what you mean; extremely concise.	Laconic	Definición	Difícil	EN
M	Empieza por	Very careful and with great attention to every detail.	Meticulous	Definición	Difícil	EN
M	Empieza por	To make something less severe, harmful, or painful.	Mitigate	Definición	Difícil	EN
M	Empieza por	Everyday, ordinary, and therefore not very interesting or exciting.	Mundane	Definición	Difícil	EN
N	Empieza por	A subtle difference in or shade of meaning, expression, or sound.	Nuance	Definición	Difícil	EN
N	Empieza por	Famous or well known, typically for some bad quality or deed.	Notorious	Definición	Difícil	EN
N	Empieza por	A person who has just started learning or doing something; a beginner.	Novice	Definición	Difícil	EN
O	Empieza por	No longer produced or used; out of date.	Obsolete	Definición	Difícil	EN
O	Empieza por	Difficult to understand, or not clearly expressed or known.	Obscure	Definición	Difícil	EN
O	Empieza por	The state of being completely unaware or unconscious of what is happening around you.	Oblivion	Definición	Difícil	EN
P	Empieza por	An action or event that serves as a guide or model for subsequent similar situations.	Precedent	Definición	Difícil	EN
P	Empieza por	Providing practical solutions to problems instead of relying strictly on theory.	Pragmatic	Definición	Difícil	EN
P	Empieza por	A difficult, unpleasant, or embarrassing situation.	Predicament	Definición	Difícil	EN
Q	Empieza por	An odd or unusual habit or part of someone's personality.	Quirk	Definición	Difícil	EN
Q	Empieza por	To suppress or put an end to a rebellion or disorder, typically by force.	Quell	Definición	Difícil	EN
Q	Empieza por	A state of perplexity or uncertainty over what to do in a difficult situation.	Quandary	Definición	Difícil	EN
R	Empieza por	To officially cancel or take back a law, decision, or agreement.	Revoke	Definición	Difícil	EN
R	Empieza por	Able to withstand or recover quickly from difficult conditions or setbacks.	Resilient	Definición	Difícil	EN
R	Empieza por	An unwillingness to do something or talk about something.	Reluctance	Definición	Difícil	EN
S	Empieza por	The act of carefully examining or inspecting something in detail.	Scrutiny	Definición	Difícil	EN
S	Empieza por	A state of being calm, peaceful, and untroubled.	Serenity	Definición	Difícil	EN
S	Empieza por	Occurring, operating, or done at the exact same time.	Simultaneous	Definición	Difícil	EN
T	Empieza por	Tending to keep a firm hold of something; clinging or adhering closely; persistent.	Tenacious	Definición	Difícil	EN
T	Empieza por	Lasting only for a short time; not permanent.	Transient	Definición	Difícil	EN
T	Empieza por	A state of violent or noisy confusion, disturbance, and disorder.	Turmoil	Definición	Difícil	EN
U	Empieza por	Seeming to be everywhere at the same time.	Ubiquitous	Definición	Difícil	EN
U	Empieza por	Never having happened, existed, or been known in the past.	Unprecedented	Definición	Difícil	EN
U	Empieza por	To strongly advise or try to persuade someone to do a particular thing.	Urge	Definición	Difícil	EN
V	Empieza por	Able to be used for many different purposes or capable of doing many things.	Versatile	Definición	Difícil	EN
V	Empieza por	To clear someone of blame, suspicion, or a false accusation.	Vindicate	Definición	Difícil	EN
V	Empieza por	Liable to change rapidly and unpredictably, especially for the worse.	Volatile	Definición	Difícil	EN
W	Empieza por	Very tired, especially after working hard for a long time.	Weary	Definición	Difícil	EN
W	Empieza por	Clever and amusing in a sharp, quick, and inventive way.	Witty	Definición	Difícil	EN
W	Empieza por	To gradually decrease in power, strength, or size.	Wane	Definición	Difícil	EN
X	Contiene la	To make a problem, bad situation, or negative feeling worse.	Exacerbate	Definición	Difícil	EN
X	Contiene la	To free someone from blame, guilt, or a negative obligation.	Exonerate	Definición	Difícil	EN
X	Contiene la	A strong feeling of fear, worry, or unease.	Anxiety	Definición	Difícil	EN
Y	Empieza por	To produce or provide something, such as a crop, a profit, or a result.	Yield	Definición	Difícil	EN
Y	Empieza por	A strong feeling of wishing for something, especially something you cannot have.	Yearn	Definición	Difícil	EN
Y	Empieza por	An informal word used to refer to a person from the northern United States.	Yankee	Definición	Difícil	EN
Z	Empieza por	The time at which something is most powerful, successful, or at its highest point.	Zenith	Definición	Difícil	EN
Z	Empieza por	A person who is fanatical and uncompromising in pursuit of their religious or political ideals.	Zealot	Definición	Difícil	EN
Z	Empieza por	A soft, mild, and gentle breeze.	Zephyr	Definición	Difícil	EN
						
A	Commence par	Sentiment romantique très associé à la ville de Paris.	Amour	General	Fácil	FR
A	Commence par	Célèbre monument à Paris situé au bout des Champs-Élysées (Arc de ...).	Arc de Triomphe	General	Fácil	FR
A	Commence par	Personne pour qui on a beaucoup d'affection et de confiance, qui n'est pas de la famille.	Ami	General	Fácil	FR
B	Commence par	Type de pain français très célèbre, caractéristique pour être long et étroit.	Baguette	General	Fácil	FR
B	Commence par	Salutation classique et courante en français pour le matin ou la journée.	Bonjour	General	Fácil	FR
B	Commence par	Couleur du ciel dégagé et première couleur du drapeau français.	Bleu	General	Fácil	FR
C	Commence par	Célèbre viennoiserie en forme de demi-lune très typique au petit-déjeuner.	Croissant	General	Fácil	FR
C	Commence par	Animal domestique félin qui aime chasser les souris.	Chat	General	Fácil	FR
C	Commence par	Galette très fine, originaire de Bretagne, qui peut se manger sucrée ou salée.	Crêpe	General	Fácil	FR
D	Commence par	Dernier jour de la semaine, où l'on ne va normalement pas à l'école.	Dimanche	General	Fácil	FR
D	Commence par	Le nombre qui vient exactement après le un.	Deux	General	Fácil	FR
D	Commence par	Morceau de tissu qui représente un pays, comme le tricolore de la France.	Drapeau	General	Fácil	FR
E	Commence par	Liquide transparent et vital que nous buvons quand nous avons soif.	Eau	General	Fácil	FR
E	Commence par	Petit animal à coquille, un plat très typique de la gastronomie française.	Escargot	General	Fácil	FR
E	Commence par	Lieu où les enfants vont tous les jours pour apprendre et étudier.	École	General	Fácil	FR
F	Commence par	Pays européen voisin de l'Espagne dont la capitale est Paris.	France	General	Fácil	FR
F	Commence par	Produit laitier dont la France possède des centaines de variétés, comme le Roquefort.	Fromage	General	Fácil	FR
F	Commence par	Petit fruit rouge et sucré qui a de petites graines à l'extérieur.	Fraise	General	Fácil	FR
G	Commence par	Mot français pour dire enfant de sexe masculin ou jeune garçon.	Garçon	General	Fácil	FR
G	Commence par	Dessert très froid et sucré que nous aimons manger en été.	Glace	General	Fácil	FR
G	Commence par	Couleur que l'on obtient en mélangeant de la peinture blanche et de la peinture noire.	Gris	General	Fácil	FR
H	Commence par	Mot français pour désigner un être humain de sexe masculin.	Homme	General	Fácil	FR
H	Commence par	Bâtiment où les médecins et les infirmières soignent les malades.	Hôpital	General	Fácil	FR
H	Commence par	Le nombre qui vient exactement après le sept.	Huit	General	Fácil	FR
I	Commence par	Portion de terre qui est entourée d'eau de toutes parts.	Île	General	Fácil	FR
I	Commence par	Pays européen voisin de la France qui a la forme d'une botte.	Italie	General	Fácil	FR
I	Commence par	Petit animal qui a six pattes, comme une mouche ou une fourmi.	Insecte	General	Fácil	FR
J	Commence par	Le quatrième jour de la semaine de travail.	Jeudi	General	Fácil	FR
J	Commence par	La couleur qu'ont le soleil et les citrons.	Jaune	General	Fácil	FR
J	Commence par	Terrain où l'on cultive des plantes et des fleurs, comme celui des Tuileries.	Jardin	General	Fácil	FR
K	Commence par	Animal herbivore australien célèbre pour se déplacer en faisant de grands bonds.	Kangourou	General	Fácil	FR
K	Commence par	Unité de mesure de poids qui équivaut à mille grammes.	Kilo	General	Fácil	FR
K	Commence par	Petit fruit avec une peau marron poilue et un intérieur vert brillant.	Kiwi	General	Fácil	FR
L	Commence par	Le musée le plus célèbre de Paris, où est exposée La Joconde.	Louvre	General	Fácil	FR
L	Commence par	Le premier jour de la semaine de travail et d'école.	Lundi	General	Fácil	FR
L	Commence par	Objet composé de pages de papier qui sert à lire des histoires.	Livre	General	Fácil	FR
M	Commence par	Mot français pour désigner la maman.	Mère	General	Fácil	FR
M	Commence par	Bâtiment dans lequel vit une famille.	Maison	General	Fácil	FR
M	Commence par	Le mot le plus courant pour exprimer sa gratitude en français.	Merci	General	Fácil	FR
N	Commence par	La couleur la plus sombre de toutes, opposée au blanc.	Noir	General	Fácil	FR
N	Commence par	Partie de la journée où il n'y a pas de soleil et où nous allons dormir.	Nuit	General	Fácil	FR
N	Commence par	Flocons blancs d'eau congelée qui tombent du ciel en hiver.	Neige	General	Fácil	FR
O	Commence par	Le mot le plus court et direct pour exprimer l'affirmation en français.	Oui	General	Fácil	FR
O	Commence par	Animal avec des ailes et des plumes qui est capable de voler.	Oiseau	General	Fácil	FR
O	Commence par	Fruit agrume rond et couleur qui portent exactement le même nom.	Orange	General	Fácil	FR
P	Commence par	La capitale de la France, mondialement connue comme la Ville Lumière.	Paris	General	Fácil	FR
P	Commence par	Mot français pour désigner le papa.	Père	General	Fácil	FR
P	Commence par	Fruit de forme ronde qui peut être rouge, vert ou jaune.	Pomme	General	Fácil	FR
Q	Commence par	Le nombre qui se trouve entre le trois et le cinq.	Quatre	General	Fácil	FR
Q	Commence par	Jour du mois de juillet où l'on célèbre la fête nationale de la France.	Quatorze	General	Fácil	FR
Q	Commence par	Phrase que l'on utilise pour demander quelque chose à quelqu'un.	Question	General	Fácil	FR
R	Commence par	La couleur qu'ont le sang et les camions de pompiers.	Rouge	General	Fácil	FR
R	Commence par	Fleur romantique avec des épines, ou la couleur typique des petits cochons.	Rose	General	Fácil	FR
R	Commence par	Animal sauvage de la forêt connu pour sa ruse et son pelage roux.	Renard	General	Fácil	FR
S	Commence par	L'étoile qui nous donne de la lumière et de la chaleur pendant la journée.	Soleil	General	Fácil	FR
S	Commence par	Le célèbre fleuve navigable qui traverse la ville de Paris.	Seine	General	Fácil	FR
S	Commence par	Le premier jour du week-end.	Samedi	General	Fácil	FR
T	Commence par	Le monument en fer le plus célèbre de Paris, construit par Gustave... (Tour ...).	Tour Eiffel	General	Fácil	FR
T	Commence par	Le nombre qui vient exactement après le deux.	Trois	General	Fácil	FR
T	Commence par	Moyen de transport composé de wagons qui circule sur des rails en fer.	Train	General	Fácil	FR
U	Commence par	Le premier nombre avec lequel nous commençons à compter.	Un	General	Fácil	FR
U	Commence par	Centre d'enseignement supérieur où vont les jeunes après le lycée.	Université	General	Fácil	FR
U	Commence par	Lieu ou bâtiment où l'on fabrique des voitures ou d'autres produits industriels.	Usine	General	Fácil	FR
V	Commence par	La couleur de l'herbe et des feuilles des arbres.	Vert	General	Fácil	FR
V	Commence par	Véhicule à quatre roues et à moteur que nous utilisons pour rouler sur la route.	Voiture	General	Fácil	FR
V	Commence par	Le dernier jour de la semaine où les enfants vont à l'école.	Vendredi	General	Fácil	FR
W	Commence par	Mot que les Français ont emprunté à l'anglais pour désigner la fin de la semaine.	Week-end	General	Fácil	FR
W	Commence par	Chacun des véhicules sans moteur qui sont tirés par un train.	Wagon	General	Fácil	FR
W	Commence par	Réseau informatique mondial par lequel nous naviguons sur Internet.	Web	General	Fácil	FR
X	Contient la	Voiture de service public qui a un panneau lumineux au-dessus et fait payer le trajet.	Taxi	General	Fácil	FR
X	Contient la	Le nombre dix en français.	Dix	General	Fácil	FR
X	Contient la	Le nombre six en français.	Six	General	Fácil	FR
Y	Commence par	Organes du corps que nous utilisons pour voir (pluriel d'œil en français).	Yeux	General	Fácil	FR
Y	Commence par	Dessert crémeux au lait fermenté que nous mangeons habituellement à la cuillère.	Yaourt	General	Fácil	FR
Y	Commence par	Pratique physique et mentale originaire de l'Inde pour se détendre et s'étirer.	Yoga	General	Fácil	FR
Z	Commence par	Animal africain ressemblant à un cheval mais couvert de rayures blanches et noires.	Zèbre	General	Fácil	FR
Z	Commence par	Parc où l'on soigne et expose des animaux sauvages du monde entier.	Zoo	General	Fácil	FR
Z	Commence par	Le nombre qui représente le rien ou le vide.	Zéro	General	Fácil	FR
A	Commence par	Plat traditionnel provençal semblable à la mayonnaise, à base d'ail et d'huile d'olive.	Aïoli	General	Medio	FR
A	Commence par	Célèbre palais et ville du sud de la France qui fut le siège des papes au XIVe siècle.	Avignon	General	Medio	FR
A	Commence par	Région historique frontalière de l'Allemagne, célèbre pour ses vins blancs et la ville de Strasbourg.	Alsace	General	Medio	FR
B	Commence par	Région du nord-ouest de la France à fort héritage celte, d'où sont originaires les crêpes.	Bretagne	General	Medio	FR
B	Commence par	Ville du sud-ouest de la France mondialement célèbre pour les excellents vins de sa région.	Bordeaux	General	Medio	FR
B	Commence par	Établissement typiquement français, mélange de bar et de restaurant, à l'ambiance animée et au décor classique.	Brasserie	General	Medio	FR
C	Commence par	Ville de la Côte d'Azur mondialement célèbre pour son prestigieux Festival International du Film.	Cannes	General	Medio	FR
C	Commence par	Palais, château fort ou manoir à la campagne, très typiques et touristiques dans la vallée de la Loire.	Château	General	Medio	FR
C	Commence par	Mot qui accompagne "Azur" pour nommer la côte méditerranéenne française, synonyme de luxe et de soleil (Côte...).	Côte	General	Medio	FR
D	Commence par	Rivière et région du sud-ouest de la France, zone célèbre pour ses paysages naturels, ses châteaux et sa gastronomie.	Dordogne	General	Medio	FR
D	Commence par	Plat sucré ou assiette de fromages servis pour terminer un repas traditionnel français.	Dessert	General	Medio	FR
D	Commence par	Nom de famille du célèbre philosophe, mathématicien et physicien français qui a prononcé la phrase "Je pense, donc je suis".	Descartes	General	Medio	FR
E	Commence par	Nom de famille de l'ingénieur français qui a conçu la célèbre tour de fer de Paris pour l'Exposition Universelle de 1889.	Eiffel	General	Medio	FR
E	Commence par	Pâtisserie allongée, faite de pâte à choux, fourrée de crème et recouverte de glaçage.	Éclair	General	Medio	FR
E	Commence par	Nom de l'avenue la plus célèbre et prestigieuse de Paris (Champs-...).	Élysées	General	Medio	FR
F	Commence par	Nom de famille de l'illustre romancier français du XIXe siècle, auteur de l'œuvre acclamée "Madame Bovary".	Flaubert	General	Medio	FR
F	Commence par	Ancienne monnaie nationale utilisée en France avant l'adoption de l'euro.	Franc	General	Medio	FR
F	Commence par	Célébration, comme la fête nationale qui a lieu en France le 14 juillet.	Fête	General	Medio	FR
G	Commence par	Nom de famille du général et président français qui a dirigé la Résistance pendant la Seconde Guerre mondiale.	Gaulle	General	Medio	FR
G	Commence par	Important fleuve qui prend sa source dans les Pyrénées espagnoles et coule dans le sud-ouest de la France en passant par Toulouse et Bordeaux.	Garonne	General	Medio	FR
G	Commence par	Style architectural très présent en France, caractérisé par des arcs brisés, des voûtes d'ogives et de grandes rosaces.	Gothique	General	Medio	FR
H	Commence par	Nom de famille du célèbre poète, dramaturge et romancier romantique français, auteur des "Misérables".	Hugo	General	Medio	FR
H	Commence par	Nom français d'un mollusque très apprécié et consommé, particulièrement dans les régions côtières.	Huître	General	Medio	FR
H	Commence par	Ancien marché central de Paris, historiquement connu comme "le ventre de Paris" (Les...).	Halles	General	Medio	FR
I	Commence par	Région administrative française qui englobe Paris et sa zone métropolitaine (...-de-France).	Île	General	Medio	FR
I	Commence par	Célèbre mouvement pictural du XIXe siècle né en France, mené par des artistes comme Claude Monet et Auguste Renoir.	Impressionnisme	General	Medio	FR
I	Commence par	Complexe architectural militaire à Paris où se trouve le tombeau de Napoléon Bonaparte (Les...).	Invalides	General	Medio	FR
J	Commence par	Prénom français de l'héroïne militaire et sainte patronne de la France (... d'Arc).	Jeanne	General	Medio	FR
J	Commence par	Espace de temps d'un jour, mot très utilisé dans les expressions pour souhaiter une "bonne journée".	Journée	General	Medio	FR
J	Commence par	Cuisse de porc salée ou cuite, ingrédient de base des sandwichs et de la cuisine française.	Jambon	General	Medio	FR
K	Commence par	Cocktail français populaire préparé en mélangeant du vin blanc sec et de la crème de cassis.	Kir	General	Medio	FR
K	Commence par	Mot français pour désigner l'avertisseur sonore d'une voiture, originaire du nom d'une marque déposée.	Klaxon	General	Medio	FR
K	Commence par	Petite structure ou pavillon dans la rue où l'on vend traditionnellement des journaux, des magazines ou des fleurs.	Kiosque	General	Medio	FR
L	Commence par	Le plus long fleuve de France, sur les rives duquel ont été construits de nombreux châteaux de la Renaissance.	Loire	General	Medio	FR
L	Commence par	Région du nord-est de la France, historiquement disputée avec l'Allemagne, qui donne son nom à une célèbre tarte salée.	Lorraine	General	Medio	FR
L	Commence par	Troisième ville la plus peuplée de France, considérée comme la capitale mondiale de la gastronomie et célèbre pour sa Fête des Lumières.	Lyon	General	Medio	FR
M	Commence par	Chant patriotique de la Révolution française devenu l'hymne national du pays.	Marseillaise	General	Medio	FR
M	Commence par	Quartier parisien situé sur une colline, point de rencontre historique des artistes bohèmes, des peintres et des cabarets.	Montmartre	General	Medio	FR
M	Commence par	Pseudonyme du dramaturge et acteur français du XVIIe siècle, créateur de la Comédie-Française et auteur de "L'Avare".	Molière	General	Medio	FR
N	Commence par	Majestueuse cathédrale de style gothique située sur l'île de la Cité, en plein cœur historique de Paris (... de Paris).	Notre-Dame	General	Medio	FR
N	Commence par	Prénom du brillant militaire et homme d'État français qui fut couronné empereur en 1804 (... Bonaparte).	Napoléon	General	Medio	FR
N	Commence par	Région historique du nord-ouest de la France connue pour le débarquement militaire allié du 6 juin 1944.	Normandie	General	Medio	FR
O	Commence par	Important musée parisien consacré à l'art du XIXe siècle, notamment impressionniste, situé dans une ancienne gare (Musée d'...).	Orsay	General	Medio	FR
O	Commence par	Arbre très abondant dans la Provence française dont le fruit est utilisé pour extraire de l'huile.	Olivier	General	Medio	FR
O	Commence par	Plat traditionnel très populaire composé d'œufs battus cuits à la poêle avec du beurre ou de l'huile.	Omelette	General	Medio	FR
P	Commence par	Région historique du sud-est de la France, célèbre pour la Côte d'Azur, ses champs de lavande et son climat ensoleillé.	Provence	General	Medio	FR
P	Commence par	Sport très populaire en France, particulièrement dans le sud, consistant à lancer des boules métalliques le plus près possible d'un petit but en bois.	Pétanque	General	Medio	FR
P	Commence par	Substance aromatique liquide dont la France est le leader mondial, avec la ville de Grasse comme capitale historique.	Parfum	General	Medio	FR
Q	Commence par	Quartier étudiant historique et animé de Paris situé sur la rive gauche de la Seine, autour de la Sorbonne (... Latin).	Quartier	General	Medio	FR
Q	Commence par	Tarte salée traditionnelle de la gastronomie française préparée avec une base de pâte brisée, de la crème, des œufs et divers ingrédients.	Quiche	General	Medio	FR
Q	Commence par	Berge pavée d'un fleuve ou d'un canal, très caractéristique à Paris sur les bords de la Seine, où l'on se promène et vend des livres anciens.	Quai	General	Medio	FR
R	Commence par	L'un des fleuves les plus importants d'Europe, qui traverse des villes françaises comme Lyon et Avignon avant de se jeter dans la Méditerranée.	Rhône	General	Medio	FR
R	Commence par	Célèbre plat provençal, particulièrement de Nice, composé d'un ragoût de légumes comme des aubergines, des courgettes, des poivrons et des tomates.	Ratatouille	General	Medio	FR
R	Commence par	Nom de famille de l'un des plus célèbres peintres impressionnistes français, auteur du "Déjeuner des canotiers" (Pierre-Auguste...).	Renoir	General	Medio	FR
S	Commence par	Basilique catholique à dôme blanc située au point le plus élevé de la colline de Montmartre, à Paris (...-Cœur).	Sacré	General	Medio	FR
S	Commence par	Mot de salutation ou d'adieu informel en français, très courant entre amis ou membres de la famille.	Salut	General	Medio	FR
S	Commence par	Université historique et prestigieuse de Paris, fondée au XIIIe siècle, symbole de l'enseignement supérieur français.	Sorbonne	General	Medio	FR
T	Commence par	Célèbre et exigeante course cycliste par étapes qui a lieu chaque année en parcourant une grande partie de la géographie française (... de France).	Tour	General	Medio	FR
T	Commence par	Ville du sud de la France, siège de l'industrie aérospatiale européenne, populairement connue sous le nom de "La Ville Rose".	Toulouse	General	Medio	FR
T	Commence par	Célèbre tarte française aux pommes caramélisées qui est cuite à l'envers (Tarte...).	Tatin	General	Medio	FR
U	Commence par	Mot en français pour désigner l'ensemble de toutes les choses physiques qui existent, le cosmos.	Univers	General	Medio	FR
U	Commence par	Communauté politique et économique de 27 pays européens dont la France est membre fondateur (... Européenne).	Union	General	Medio	FR
U	Commence par	Service d'un hôpital destiné à accueillir les patients nécessitant des soins médicaux immédiats.	Urgences	General	Medio	FR
V	Commence par	Ville et majestueux palais près de Paris, résidence officielle des rois de France comme Louis XIV.	Versailles	General	Medio	FR
V	Commence par	Boisson alcoolisée dérivée du raisin ; la France est l'un des producteurs les plus importants et historiques au monde.	Vin	General	Medio	FR
V	Commence par	Pseudonyme de l'influent écrivain et philosophe des Lumières françaises, auteur du conte "Candide".	Voltaire	General	Medio	FR
W	Commence par	Toilettes ou cabinet d'aisance ; sigle d'une expression anglaise adopté par les Français.	WC	General	Medio	FR
W	Commence par	Voiture-restaurant d'un train, mot que le français a directement emprunté à l'ingénierie ferroviaire britannique.	Wagon	General	Medio	FR
W	Commence par	Réseau de connexion sans fil à Internet ; en France, il est très courant de le prononcer "ui-fi".	Wi-Fi	General	Medio	FR
X	Contient la	Grande ville du sud-ouest de la France, capitale de la Nouvelle-Aquitaine, mondialement célèbre pour la qualité exceptionnelle de ses vins.	Bordeaux	General	Medio	FR
X	Contient la	Superbe commune des Alpes françaises, célèbre pour être un grand centre d'alpinisme et de sports d'hiver au pied du mont Blanc.	Chamonix	General	Medio	FR
X	Contient la	Adjectif français utilisé pour décrire une personne âgée, ou quelque chose d'ancien ou usé par le temps.	Vieux	General	Medio	FR
Y	Commence par	Très célèbre créateur de mode français qui a fondé la marque de haute couture du même nom dans les années 60 (... Saint Laurent).	Yves	General	Medio	FR
Y	Commence par	Département français de la région Île-de-France, où se trouve la célèbre ville de Versailles.	Yvelines	General	Medio	FR
Y	Contient la	Troisième plus grande ville de France par sa population, située au confluent du Rhône et de la Saône.	Lyon	General	Medio	FR
Z	Commence par	Nom de famille du légendaire milieu de terrain français d'origine algérienne qui a mené la France à la victoire lors de la Coupe du Monde 1998 (Zinédine...).	Zidane	General	Medio	FR
Z	Commence par	Nom de famille du célèbre écrivain et journaliste français, père du naturalisme littéraire et auteur du manifeste "J'accuse...!" (Émile...).	Zola	General	Medio	FR
Z	Commence par	Nom donné en France aux grandes salles de concerts ou arénas polyvalentes, présentes dans presque toutes les grandes villes.	Zénith	General	Medio	FR
A	Commence par	Ancienne province française, dont la capitale était Strasbourg, souvent disputée avec l'Allemagne.	Alsace	General	Difícil	FR
A	Commence par	Dramaturge français du XXe siècle, célèbre pour sa réécriture de la pièce "Antigone" en 1944.	Anouilh	General	Difícil	FR
A	Commence par	Nom donné à la période de l'histoire et aux institutions de la France avant la Révolution de 1789 (L'... Régime).	Ancien	General	Difícil	FR
B	Commence par	Poète "maudit" français du XIXe siècle, auteur du célèbre recueil "Les Fleurs du mal".	Baudelaire	General	Difícil	FR
B	Commence par	Philosophe française, figure majeure du féminisme et auteure de l'essai "Le Deuxième Sexe".	Beauvoir	General	Difícil	FR
B	Commence par	Inventeur français du système d'écriture tactile pour les personnes aveugles	Braille	General	Difícil	FR
C	Commence par	Écrivain et philosophe français, figure de l'existentialisme et auteur du roman "L'Étranger".	Camus	General	Difícil	FR
C	Commence par	Courant littéraire et artistique du XVIIe siècle en France, caractérisé par la recherche de l'ordre et de la mesure.	Classicisme	General	Difícil	FR
C	Commence par	Explorateur français du XVIe siècle qui a revendiqué le Canada pour la France (Jacques...).	Cartier	General	Difícil	FR
D	Commence par	Grand peintre romantique français, célèbre pour son tableau "La Liberté guidant le peuple".	Delacroix	General	Difícil	FR
D	Commence par	Nom de l'officier juif dont la fausse accusation de trahison a profondément divisé la France à la fin du XIXe siècle (L'Affaire...).	Dreyfus	General	Difícil	FR
D	Commence par	Grand romancier français du XIXe siècle, auteur des "Trois Mousquetaires" et du "Comte de Monte-Cristo" (Alexandre...).	Dumas	General	Difícil	FR
E	Commence par	Vaste ouvrage dirigé par Diderot et d'Alembert au XVIIIe siècle pour rassembler toutes les connaissances de l'époque.	Encyclopédie	General	Difícil	FR
E	Commence par	Héroïne tragique de la littérature française, protagoniste du célèbre roman de Gustave Flaubert (Emma...).	Bovary (Correction: Ce mot commence par B. Utilisons Esmeralda)	General	Difícil	FR
E	Commence par	Personnage féminin principal, une jeune bohémienne, dans le roman "Notre-Dame de Paris" de Victor Hugo.	Esmeralda	General	Difícil	FR
E	Commence par	Courant philosophique du XXe siècle, porté par Sartre, mettant l'accent sur la liberté absolue et le choix individuel.	Existentialisme	General	Difícil	FR
F	Commence par	Fabuliste français du XVIIe siècle, célèbre pour ses poèmes moraux mettant en scène des animaux (Jean de La...).	Fontaine	General	Difícil	FR
F	Commence par	Célèbre peintre français du style rococo au XVIIIe siècle, auteur du tableau "Le Verrou".	Fragonard	General	Difícil	FR
F	Commence par	Philosophe français du XXe siècle, célèbre pour ses travaux sur le pouvoir, la folie et la sexualité (Michel...).	Foucault	General	Difícil	FR
G	Commence par	Artiste postimpressionniste français qui a fui la civilisation occidentale pour peindre à Tahiti (Paul...).	Gauguin	General	Difícil	FR
